DOG NAME_x,LINK,SEX,AGE,WEIGHT,BREED MIXES_x,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX_x,AGE MEASURE,SECONDARY BREED_x,SPAYED/NEUTERED,COLOR_FIXED,multi_color,num_colors,contains_black,contains_white,contains_yellow,WEIGHT2,Age at Adoption (days),DOG NAME_y,BREED MIXES_y,SECONDARY BREED_y,MIX_y,BREED_MIXES_FIXED,is_retriever,is_shepherd,is_other_breed,MIX_FIXED,MIX_BOOL
Cadence,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15054762&key=Mqr6gy1W,Female,1.5 years,40.00lbs,"Shepherd, Retriever",Tan & White,Yes,,,,Dec,2019,KINS-FD-19-1435,,Walks alone not enough (needs running or playtime); a bit shy; bully warning,,,,,,,,2018-05-01,,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,40.0,1312.0,Cadence,"Shepherd, Retriever",,,"Shepherd, Retriever",1.0,1.0,0.0,Mix,1.0
Chuie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172954&key=Mqr6gy1W,Male,2 years,45.00lbs,Labrador Retriever,Black & White,Yes,,,,Dec,2019,KAHS-MD-19-1679,,New this week,,,,,,,,2017-12-01,2019-12-15,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,45.0,744.0,Chuie,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Doby (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14960307&key=Mqr6gy1W,Male,2 years,50.00lbs,Labrador Retriever,Yellow,Yes,Passed test,Lived with,,Dec,2019,FLRN-MD-19-1582,,Walks alone not enough (needs running or playtime); HW treated 10/22/19; lived with kids; passed cat test,,,,,,,,2017-10-15,2019-12-14,,,,,yellow,0.0,1.0,0.0,0.0,1.0,50.0,790.0,Doby (HW),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Duke,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14958370&key=Mqr6gy1W,Male,2 years,52.00lbs,Labrador Retriever,Black,REQUIRED,,No,,Dec,2019,FLRN-MD-19-1342,,Walks alone not enough (needs running or playtime); 2nd dog required; no kids under 12 due to shyness,,,,,,,,2017-10-15,2019-12-15,,,,,black,0.0,1.0,1.0,0.0,0.0,52.0,791.0,Duke,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
English,,Female,6 years,30.00lbs,English Bulldog,Black & White,Yes,,,,Dec,2019,FLRN-FD-19-1632,,New this week; medium energy,,,,,,,,2013-11-07,,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,30.0,2948.0,English,English Bulldog,,,English Bulldog,0.0,0.0,1.0,,0.0
Feliz,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15150344&key=Mqr6gy1W,Male,5 months,25.00lbs,Labrador Retriever,Tan,Yes,,,,Dec,2019,FLRN-MD-19-1583,,Walks alone not enough (needs running or playtime); older puppy; commitment to socialization (shy),,,,,,,,2019-07-04,2019-12-15,,,,,tan,0.0,1.0,0.0,0.0,1.0,25.0,164.0,Feliz,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Garmin (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175859&key=Mqr6gy1W,Male,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-MD-19-1633,,New this week; Puppy Screen,,,,,,,,2019-10-13,2019-12-15,,,,,black,0.0,1.0,1.0,0.0,0.0,7.0,63.0,Garmin (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Garret,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=4212885&key=Mqr6gy1W,Male,7 years,65.00lbs,"Labrador Retriever, Spaniel",Black & White,Yes,,Lived with,,Dec,2019,PICK-MD-12-0084,,Medium energy; best with slow intro with dogs; lived with kids,,,,,No,,,2012-01-01,2019-12-15,Mix,weeks,Labrador Retriever,No,"black, white",1.0,2.0,1.0,1.0,0.0,65.0,2905.0,Garret,"Labrador Retriever, Spaniel",Labrador Retriever,Mix,"Labrador Retriever, Spaniel",1.0,0.0,0.0,Mix,1.0
Giddy (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175843&key=Mqr6gy1W,Female,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-FD-19-1642,,New this week; Puppy Screen,,,,,,,,2019-10-13,2019-12-15,,,,,black,0.0,1.0,1.0,0.0,0.0,7.0,63.0,Giddy (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Gideon (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175851&key=Mqr6gy1W,Male,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-MD-19-1643,,New this week; Puppy Screen,,,,,,,,2019-10-13,2019-12-14,,,,,black,0.0,1.0,1.0,0.0,0.0,7.0,62.0,Gideon (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Gift (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175818&key=Mqr6gy1W,Female,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-FD-19-1654,,New this week; Puppy Screen,,,,,,,,2019-10-13,2019-12-15,,,,,black,0.0,1.0,1.0,0.0,0.0,7.0,63.0,Gift (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Jill,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15169506&key=Mqr6gy1W,Female,10 months,37.00lbs,Pointer,Black & White,Yes,,,,Dec,2019,KINS-FD-19-1610,,New this week,,,,,,,,2019-02-01,2019-12-15,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,37.0,317.0,Jill,Pointer,,,Pointer,0.0,0.0,1.0,,0.0
Jangles (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173838&key=Mqr6gy1W,Female,1 month,5.00lbs,Shepherd,Fawn & White,Yes,,,S/N: 4/15/20,Dec,2019,FLRN-FD-19-1657,,New this week; Puppy Screen,,,,,,,,2019-10-20,2019-12-15,,,,,"fawn, white",1.0,2.0,0.0,1.0,0.0,5.0,56.0,Jangles (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Jingle (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173816&key=Mqr6gy1W,Male,1 month,5.00lbs,Shepherd,Black & White,Yes,,,S/N: 4/15/20,Dec,2019,FLRN-MD-19-1659,,New this week; Puppy Screen,,,,,,,,2019-10-20,2019-12-14,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,5.0,55.0,Jingle (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Jolly (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173826&key=Mqr6gy1W,Male,1 month,5.00lbs,Shepherd,Black,Yes,,,S/N: 4/15/20,Dec,2019,FLRN-MD-19-1660,,New this week; Puppy Screen,,,,,,,,2019-10-20,2020-07-11,,,,,black,0.0,1.0,1.0,0.0,0.0,5.0,265.0,Jolly (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Joyeux (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173942&key=Mqr6gy1W,Female,1 month,5.00lbs,Shepherd,Golden,Yes,,,S/N: 4/15/20,Dec,2019,FLRN-FD-19-1661,,New this week; Puppy Screen,,,,,,,,2019-10-20,2019-12-14,,,,,golden,0.0,1.0,0.0,0.0,1.0,5.0,55.0,Joyeux (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Joyful (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173891&key=Mqr6gy1W,Female,1 month,5.00lbs,Shepherd,Black & White,Yes,,,S/N: 4/15/20,Dec,2019,FLRN-FD-19-1662,,New this week; Puppy Screen,,,,,,,,2019-10-20,2020-05-24,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,5.0,217.0,Joyful (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Jubilee (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173845&key=Mqr6gy1W,Female,1 month,5.00lbs,Shepherd,Fawn & White,Yes,,,S/N: 4/15/20,Dec,2019,FLRN-FD-19-1663,,New this week; Puppy Screen,,,,,,,,2019-10-20,2019-12-15,,,,,"fawn, white",1.0,2.0,0.0,1.0,0.0,5.0,56.0,Jubilee (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Kabot,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15169170&key=Mqr6gy1W,Male,2 years,27.00lbs,Beagle,Tri-color,Yes,,,,Dec,2019,KINS-MD-19-1619,,New this week; caution on apartments due to breed,,,,,,,,2017-12-01,2019-12-15,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,27.0,744.0,Kabot,Beagle,,,Beagle,0.0,0.0,1.0,,0.0
Maggie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=12735631&key=Mqr6gy1W,Female,4 years,60.00lbs,Labrador Retriever,Black w/ White Patch,Yes,,,,Dec,2019,FLRN-FD-18-0497,,Walks alone not enough (needs running and playtime): bully warning; HW treated 2/26/18; can be leash reactive,,,,,,,,2015-02-28,2019-12-15,,,,,"black, white patch",1.0,2.0,1.0,1.0,0.0,60.0,1751.0,Maggie (HW),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Marvin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172298&key=Mqr6gy1W,Male,6 months,8.00lbs,Jack Russell Terrier,Tan & Wihte,Yes,,,,Dec,2019,KAHS-MD-19-1680,,New this week; older puppy,,,,,,,,2019-06-01,2019-12-15,,,,,"tan, wihte",1.0,2.0,0.0,0.0,1.0,8.0,197.0,Marvin,Jack Russell Terrier,,,Jack Russell Terrier,0.0,0.0,1.0,,0.0
Mila (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15067742&key=Mqr6gy1W,Female,2 years,40.00lbs,Labrador Retriever,Black & White,Yes,,,,Dec,2019,FLRN-FD-19-1592,,Walks alone not enough (needs running or playtime); HW treated 11/5/19,,,,,,,,2017-11-22,2019-12-15,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,40.0,753.0,Mila (HW),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Orville (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15154297&key=Mqr6gy1W,Male,2 months,9.00lbs,Labrador Retriever,Black,Yes,,,S/N: 3/25/20,Dec,2019,FLRN-MD-19-1652,,Puppy Screen,,,,,,,,2019-10-10,2019-12-15,,,,,black,0.0,1.0,1.0,0.0,0.0,9.0,66.0,Orville (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Otis (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15154308&key=Mqr6gy1W,Male,2 months,9.00lbs,Labrador Retriever,Fawn,Yes,,,S/N: 3/25/20,Dec,2019,FLRN-MD-19-1653,,Puppy Screen,,,,,,,,,,,,,,fawn,0.0,1.0,0.0,0.0,0.0,9.0,,Otis (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Piglet,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8014363&key=Mqr6gy1W,Male,4 years,64.00lbs,Retriever,Tan,No,No,No,"Mycophenolate 250 mg 2x/day; Prednisone 5mg EOD; Tacrolimus on lesions; Long-term exposure to direct sunlight should be avoided as
it can cause an outbreak; MAY BE ALLERGIC TO DOXYCYCLINE; DON'T GIVE HEARTGUARD - USE REVOLUTION",Dec,2019,MTHY-MD-15-0024,,Medium energy; must be only dog; no dog parks; no kids under 12; no cats,,,,,No,,,,2019-12-15,Mix,weeks,,No,tan,0.0,1.0,0.0,0.0,1.0,64.0,,Piglet,Retriever,,Mix,Retriever,1.0,0.0,0.0,Mix,1.0
Rustlyn,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15168897&key=Mqr6gy1W,Female,10 months,30.00lbs,Labrador Retriever,Tan & White,Yes,,,,Dec,2019,KINS-FD-19-1620,,New this week,,,,,,,,2019-02-01,2019-12-15,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,30.0,317.0,Rustlyn,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Scooby,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15134635&key=Mqr6gy1W,Male,2 years,47.00lbs,Shepherd,Golden,Yes,,,,Dec,2019,FLRN-MD-19-1600,,Walks alone not enough (needs running or playtime),,,,,,,,2017-11-17,2019-12-15,,,,,golden,0.0,1.0,0.0,0.0,1.0,47.0,758.0,Scooby,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Secret,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15016188&key=Mqr6gy1W,Female,1 year,45.00lbs,Shepherd,Tan & White,Yes,,,Swollen front left leg,Dec,2019,FLRN-FD-19-1429,,Walks alone not enough (needs running or playtime),,,,,,,,2017-10-15,2019-12-15,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,45.0,791.0,Secret,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Sherlock,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15171258&key=Mqr6gy1W,Male,5 months,14.00lbs,Shepherd,Brindle & White,Yes,,,,Dec,2019,FLRN-MD-19-1671,,New this week; older puppy,,,,,,,,2019-07-04,2019-12-15,,,,,"brindle, white",1.0,2.0,0.0,1.0,0.0,14.0,164.0,Sherlock,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Skip (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173029&key=Mqr6gy1W,Male,2 months,10.00lbs,Shepherd,Golden,Yes,,,S/N: 3/25/20,Dec,2019,FLRN-MD-19-1667,,New this week; Puppy Screen,,,,,,,,2019-09-25,2019-12-15,,,,,golden,0.0,1.0,0.0,0.0,1.0,10.0,81.0,Skip (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Swiper,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15045336&key=Mqr6gy1W,Male,4 years,32.00lbs,Shepherd,Yellow,Yes,,,,Dec,2019,PRCO-MD-19-1678,,New this week; treated for demodex with nexgard,,,,,,,,2015-11-01,2019-12-14,,,,,yellow,0.0,1.0,0.0,0.0,1.0,32.0,1504.0,Swiper,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Stump (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15021833&key=Mqr6gy1W,Male,2 years,36.00lbs,Basset Hound,Black & White,Yes,,,,Dec,2019,FLRN-MD-19-1521,,Walks alone not enough (needs running or playtime); HW treated 10/29/19; no apartments due to breed / separation anxiety,,,,,,,,2015-10-02,2019-12-14,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,36.0,1534.0,Stump (HW),Basset Hound,,,Basset Hound,0.0,0.0,1.0,,0.0
Suerte (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15047899&key=Mqr6gy1W,Male,5 years,37.00lbs,Labrador Retriever,Yellow,REQUIRED,,No,,Dec,2019,PRCO-MD-19-1446,,2nd dog required; medium energy; HW treated 10/1/19; no kids under 12 due to shyness,,,,,,,,2014-11-01,2019-12-14,,,,,yellow,0.0,1.0,0.0,0.0,1.0,37.0,1869.0,Suerte (HW),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Snoop (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15005274&key=Mqr6gy1W,Male,2 years,62.00lbs,Akita,Brown & White,Yes,,No,,Dec,2019,FLRN-MD-19-1601,,Walks alone not enough (needs running or playtime); high energy; HW treated 10/29/19; commitment to training; no kids under 12 (mouthy); can jump fence,,,,,,,,2017-11-01,2019-12-19,,,,,"brown, white",1.0,2.0,0.0,1.0,0.0,62.0,778.0,Snoop (HW),Akita,,,Akita,0.0,0.0,1.0,,0.0
Mikey (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15157142&key=Mqr6gy1W,Male,4 months,20.00lbs,Australian Shepherd,Tan & White,Yes,,,S/N: 2/1/20,Dec,2019,FLRN-MD-19-1612,,Puppy Screen,,,,,,,,2019-08-05,,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,20.0,851.0,Mikey (2 shots),Australian Shepherd,,,Australian Shepherd,0.0,1.0,0.0,,0.0
Ms. Layla,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14997884&key=Mqr6gy1W,Female,7 years,50.00lbs,Australian Shepherd,Black & Tan,Yes,No,No,,Dec,2019,OWNR-FD-19-1408,,Walks alone not enough (needs running or playtime); no kids under 15; no cats; previous adopters note separation anxiety and barking at strangers; on specific diet due to allergies,,,,,,,,2013-01-13,2013-01-13,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,50.0,0.0,Ms. Layla,Australian Shepherd,,,Australian Shepherd,0.0,1.0,0.0,,0.0
Ansley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15114619&key=Mqr6gy1W,Female,8 months,30.00lbs,Labrador Retriever,Fawn,Yes,Passed test,,,Dec,2019,FLRN-FD-19-1572,,Walks alone not enough (needs running or playtime); being treated for demodex; commitment to socialization; bully warning; passed cat test,,,,,,,,2019-03-22,2019-12-21,,,,,fawn,0.0,1.0,0.0,0.0,0.0,30.0,274.0,Ansley,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Arlo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14918577&key=Mqr6gy1W,Male,10 months,40.00lbs,Shepherd,Tan,Yes,Passed test,,,Dec,2019,FLRN-MD-19-1244,,Walks alone not enough (needs running or playtime); puppy-like behaviors; passed cat test (likes to chase/play),,,,,,,,2018-11-16,2019-12-22,,,,,tan,0.0,1.0,0.0,0.0,1.0,40.0,401.0,Arlo,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Beau,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15012256&key=Mqr6gy1W,Male,1 year,40.00lbs,Shepherd,Brown & White,Yes,,No if other dogs in home,,Dec,2019,FLRN-MD-19-1410,,Walks alone not enough (needs running or playtime); food aggression against other dogs; no kids under 12 if there are dogs in home,,,,,,,,2018-10-15,2019-12-22,,,,,"brown, white",1.0,2.0,0.0,1.0,0.0,40.0,433.0,Beau,Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
Blast (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15143560&key=Mqr6gy1W,Male,1.5 months,6.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/1/20,Dec,2019,FLRN-MD-19-1575,,Puppy Screen; being treated for demodex,,,,,,,,2019-10-22,2019-12-20,,,,,black,0.0,1.0,1.0,0.0,0.0,6.0,59.0,Blast (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Button (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173854&key=Mqr6gy1W,Female,2 months,5.00lbs,Terrier,Black & Tan,Yes,,,S/N: 4/1/2020,Dec,2019,FLRN-FD-19-1630,,Puppy Screen,,,,,,,,2019-10-06,2019-12-22,,,,,"black, tan",1.0,2.0,1.0,0.0,1.0,5.0,77.0,Button (2 shots),Terrier,,,Terrier,0.0,0.0,1.0,,0.0
Cara,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172950&key=Mqr6gy1W,Female,1.5 years,28.00lbs,Labrador Retriever,White,Yes,,,,Dec,2019,PRCO-FD-19-1675,,Walks alone not enough (needs running or playtime); bully warning,,,,,,,,2018-04-13,2019-12-22,,,,,white,0.0,1.0,0.0,1.0,0.0,28.0,618.0,Cara,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Chloe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14096707&key=Mqr6gy1W,Female,2.5 years,30.00lbs,"Labrador Retriever, Dalmation",Yellow,Yes,Passed test,Yes,,Dec,2019,GBHS-FD-19-0233,,Walks alone not enough (needs running or playtime); good with kids; passed cat test,,,,,,,,2017-08-21,2019-12-22,,,,,yellow,0.0,1.0,0.0,0.0,1.0,30.0,853.0,Chloe,"Labrador Retriever, Dalmation",,,"Labrador Retriever, Dalmation",1.0,0.0,0.0,Mix,1.0
Gatsby (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175874&key=Mqr6gy1W,Male,1 month,7.00lbs,Labrador Retriever,Golden,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-MD-19-1634,,Puppy Screen,,,,,,,,2019-10-13,2019-12-22,,,,,golden,0.0,1.0,0.0,0.0,1.0,7.0,70.0,Gatsby (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Giblet (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175836&key=Mqr6gy1W,Female,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-FD-19-1641,,Puppy Screen,,,,,,,,2019-10-13,,,,,,black,0.0,1.0,1.0,0.0,0.0,7.0,782.0,Giblet (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Glitter (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175808&key=Mqr6gy1W,Female,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-FD-19-1655,,Puppy Screen,,,,,,,,2019-10-13,,,,,,black,0.0,1.0,1.0,0.0,0.0,7.0,782.0,Glitter (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Griswold (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175868&key=Mqr6gy1W,Male,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-MD-19-1656,,Puppy Screen,,,,,,,,2019-10-13,,,,,,black,0.0,1.0,1.0,0.0,0.0,7.0,782.0,Griswold (2 shots),Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Inspector Gadget,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14071306&key=Mqr6gy1W,Male,2 years,77.00lbs,Labrador Retriever,Black & Brown,Yes,No,Yes,,Dec,2019,HERT-MD-19-0197,,Walks alone not enough (needs running or playtime); good with kids; no cats; can be mouthy,,,,,,,,2017-02-11,2019-12-22,,,,,"black, brown",1.0,2.0,1.0,0.0,0.0,77.0,1044.0,Inspector Gadget,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Jig (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173832&key=Mqr6gy1W,Male,1 month,5.00lbs,Shepherd,Black & White,Yes,,,S/N: 4/15/20,Dec,2019,FLRN-MD-19-1658,,Puppy Screen,,,,,,,,2019-10-20,,,,,,"black, white",1.0,2.0,1.0,1.0,0.0,5.0,775.0,Jig (2 shots),Shepherd,,,Shepherd,0.0,1.0,0.0,,0.0
JR,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15128441&key=Mqr6gy1W,Male,2 years,29.00lbs,Basset Hound,Tan & White,Yes,Passed test,,,Dec,2019,FLRN-MD-19-1587,,Walks alone not enough (needs running or playtime); caution on apartments due to breed; passed cat test,,,,,,,,2018-11-11,2019-12-22,,,,,"tan, white",1.0,2.0,0.0,1.0,1.0,29.0,406.0,JR,Basset Hound,,,Basset Hound,0.0,0.0,1.0,,0.0
Karina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15020443&key=Mqr6gy1W,Female,2 years,33.00lbs,Labrador Retriever,Black,REQUIRED,,No,,Dec,2019,PRCO-FD-19-1487,,2nd dog required; walks alone not enough (needs running or playtime); no kids under 12,,,,,,,,2017-04-01,2019-12-20,,,,,black,0.0,1.0,1.0,0.0,0.0,33.0,993.0,Karina,Labrador Retriever,,,Labrador Retriever,1.0,0.0,0.0,,0.0
Kelly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15188935&key=Mqr6gy1W,Female,6 months,27.00lbs,"Shepherd, Hound",Fawn & White,Yes,,Lived with,"positive for lyme - doxy 100 mg 2x a day for 30 days, started 11/26",Dec,2019,FRKN-FD-19-1688,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; lived with kids,,,,,,,,2019-06-01,2020-01-05,,,,,"fawn, white",1.0,2.0,0.0,1.0,0.0,27.0,218.0,Kelly,"Shepherd, Hound",,,"Shepherd, Hound",0.0,1.0,0.0,Mix,1.0
Kenny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15189200&key=Mqr6gy1W,Male,6 months,34.00lbs,"Shepherd, Hound",Fawn & White,Yes,,Lived with,,Dec,2019,FRKN-MD-19-1689,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; lived with kids,,,,,,,,2019-06-01,2019-12-22,,,,,"fawn, white",1.0,2.0,0.0,1.0,0.0,34.0,204.0,Kenny,"Shepherd, Hound",,,"Shepherd, Hound",0.0,1.0,0.0,Mix,1.0
Keri,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15188753&key=Mqr6gy1W,Female,6 months,28.00lbs,"Shepherd, Hound",Tri-color,Yes,,,,Dec,2019,FRKN-FD-19-1690,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; gets carsick,,,,,,,,2019-06-01,2019-12-22,,,,,tri-color,1.0,3.0,0.0,0.0,0.0,28.0,204.0,Keri,"Shepherd, Hound",,,"Shepherd, Hound",0.0,1.0,0.0,Mix,1.0
Kevin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15189073&key=Mqr6gy1W,Male,6 months,40.00lbs,"Shepherd, Hound",Fawn & White,Yes,,,,Dec,2019,FRKN-MD-19-1691,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed,,,,,,,,2019-06-01,2019-12-22,,,,,"fawn, white",1.0,2.0,0.0,1.0,0.0,40.0,204.0,Kevin,"Shepherd, Hound",,,"Shepherd, Hound",0.0,1.0,0.0,Mix,1.0
Kiwi (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15114852&key=Mqr6gy1W,Female,3 months,12.00lbs,Terrier,Fawn,Yes,,,S/N: 2/25/20,Dec,2019,FLRN-FD-19-1588,,Puppy Screen; being treated for demodex,,,,,,,,2019-09-02,2019-12-19,,,,,fawn,0.0,1.0,0.0,0.0,0.0,12.0,108.0,Kiwi (2 shots),Terrier,,,Terrier,0.0,0.0,1.0,,0.0
Rodney,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15143569&key=Mqr6gy1W,Male,6 years,20.00lbs,Basset Hound,Tan & Black,Yes,,,Mass on neck,Dec,2019,FLRN-MD-19-1597,,Medium energy; caution on apartments due to breed,,,,,,,,2013-12-25,2019-12-22,,,,,"tan, black",1.0,2.0,1.0,0.0,1.0,20.0,2188.0,Rodney,Basset Hound,,,Basset Hound,0.0,0.0,1.0,,0.0
