LDAR Name,LDAR ID #,Reason for Return,Status,Behavior with Dogs,Behavior with Cats,Behavior with Kids,Behavior in Crate,Energy Level,Socialization / Daycare,Vetting,Preventatives Date,Date of Adoption,Trial Adoption,Has the animal been returned before?,Previous Return Information,Date of Returns Email Sent,Date of Returns Packet,Timeline for Return,Plan for Return,Return or Rehome/Surrender,Month Returned,year,Dog info,6 Month +,Year Adopted,Date Returned,Date Returns Packet Sent,Current Status,Link,Return Category,DOG/CAT,Trainer Eval Req,Other Info,Outcome,Plan for return?,Date of Contact,Primary Reason,Vet Rec Rec'd,Date Monthly Med,Vetting Needed
Silas,FLRN-MD-20-1932,"Not enough exercise, dog jumps on kids and scares them","2/9 - Reached out for return
2/11 - Survey sent (L)
2/13 - FU Sent, responded, pending vet visit
3/11 - Medical Review 
3/13 - Packet submitted
RETURN 3/18, 5PM
","Good, Friendly",Unknown,"Says doesn't do well, chases
**needs more exercise**",Good,High,Great at dog partk,"9/13/20 - Annual DHPP, Bord, Lepto (initial, never boostered on time) and Rabies Vaccinations 
10/29/20- Neutered
3/11/21 - Heartworm Test - Negative, Lepto Vaccine Initial (needs booster to stay effective by 4/22/21)",PENDING RESPONSE FROM ADOPTER,2020-06-27 00:00:00,No,No,,2021-02-11 00:00:00,2021-03-13 00:00:00,Needs to return ASAP due to HOA complaint,,RETURN,Mar,2021,M/10MO/30lbs/GoldenMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Bandit,AUPA-MD-21-0417,"The husband apparently has allergies, which they did not disclose on any of the screening calls. The allergies have been getting bad because of Bandit's fur and the adopters would like to pursue a return. They are unwilling to consider allergy shots and the husband claims his allergy medicine isn't working. ","3/16 - Reached out for return
3/21 - Survey Sent (L)
3/21 - No new vet records, pending pictures and confirm on med tracking for FT/HW
3/21 - Submitted
3/22 - Scheduling email sent
3/23 - Returned",Excellent,Unknown,Fine,Unknown,High,Very Good,No new vet records,"HW - 3/5/2021
FT - 3/7/2021",2021-03-14 00:00:00,No,No,,2021-03-21 00:00:00,2021-03-21 00:00:00,Has already reached out to previous foster. ,,RETURN,Mar,2021,M/3YO/45lbs/CattleMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Sunnie,AUPA-FD-21-0428,"High energy, not compatible with resident dog","3/18 - Reached out for return
3/19 - Survey sent (L)
3/21 - Pending vet records
3/22 - Submitted for medical review
324 - Submitted
3/25 - Scheduling email sent, foster found, scheduling
3/26 - VMG pending
RETURNING SATURDAY, 3/27 12 NOON
Pending contract","Very energetic, good",Unknown,"Unknown, but mouthy",Good,Very High,Great at dog parks,"3/16/21 - wound on leg reassessed, recommended to do one week of Rimadyl continue antibiotics for 10-14 days and apply entederm - can we ask that she be returned with the remaining supply of cephalexin?
3/16/21 - negative fecal  ",2021-03-10 00:00:00,2021-03-05 00:00:00,YES,No,,2021-03-18 00:00:00,2021-03-24 00:00:00,This week is flexible for return,,RETURN,Mar,2021,F/3YO/42lbs/SchnauzerHuskyMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Ears,FLRN-FD-21-0076,"Not doing well at apartment, scared and has snapped.  Not willing to do training needed.   See additional details in returns survey. ","3/12 - Reached out for return, Kallie to follow up
3/14 - Survey sent (L)
3/15 - Medical review, branding
3/16 - Packet Submitted
3/24 - Foster found, scheduling
RETURN - SATURDAY, 3/27, 3 PM","Leash reactive, OK off leash",Unknown,"Reactive to men, Unknown for children",Not fully trained,"High, very playful","Dogtopia, ok with off leash",3/9/21 - Lyme and Lepto Vaccines (both initial),2021-03-09 00:00:00,2021-02-27 00:00:00,No,No,,2021-03-14 00:00:00,2021-03-16 00:00:00,"Up to a week, responded (Monday)",,RETURN,Mar,2021,F/3YO/27lbs/FeistMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Zoe,FLRN-FD-21-0498,Aggression towards resident dog and cat,"3/25 - Reached out for return, survey sent (L)
3/26 - Submitted
3/27 - Connection email sent
SUNDAY",Territorial,"Curious, chases",Unknown,Anxious,Medium,,NO NEW RECORDS,"HW - 3/2/21
FT - 3/11/21",2021-03-23 00:00:00,No,No,,2021-03-25 00:00:00,2021-03-26 00:00:00,MARCH 31 at latest,,RETURN,Mar,2021,F/1YO/45lbs/ShepMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Gigi,AUPA-FD-21-0440,"Intense anxiety with city activity and sounds, fear based reactivity and potential aggression towards people including children","3/23 - Reached out for return
3/24 - Survey sent (K)
3/24 - Survey and pic returned, no new vet records,
SATURDAY, 3/27, 1 PM","good, generally does not interact or meets nicely",unknown,"growling, barking, and lunging towards people who are approaching or otherwise startling to her; We have witnessed growling/barking and sometimes lunging at children nearby. We have not witnessed any close interactions.","good, some difficulty with going into crate but does fine once she is in",medium,unknown,No new vet records,2021-02-10 00:00:00,2021-03-14 00:00:00,no,no,,2021-03-23 00:00:00,2021-03-24 00:00:00,"Available any time but prefer ASAP since ""it is becoming increasingly difficult to give her adequate exercise as she often refuses to leave the apartment due to anxiety""",,RETURN,Mar,2021,F/2YO/58lbs/ShepherdMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Ember,AUPA-FD-21-0438,Energy is too much for adopter,"3/16 Reached out for return
3/17 - Survey sent (L)
3/17 - Branding, no new medical records
3/19 - Packet submitted
RETURNED 3/26","Playful, sometimes too much",Unknown,Unknown,Needs training,High,Good at dog park,No new vet records,2021-02-28 00:00:00,2021-03-12 00:00:00,No,No,,2021-03-17 00:00:00,2021-03-18 00:00:00,"Prefer to go to foster, but can keep until 4/1 at latest",,RETURN,Mar,2021,F/2YO/44lbs/LabMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Eve,FLRN-FD-20-3486,Dog is anxious and high-energy,"3/15 - Reached out for return
3/16 - Survey Sent (L)
3/19 - Medical review, branding 
3/21 - Packet submitted, scheduling email sent
3/24 - Foster found, scheduling
THURSDAY, 3/25 1 PM",OK,Unknown,Loves people,Need training but OK,High,"OK at dog parks, no experience with daycare","3/11/12 - Giardia and Hookworm ANTIGEN +, likely from previous infection. Does not necessarily indicate active infection. Rec recheck fecal in 2 mo","FT - 3/6
HW - 3/17",2021-02-27 00:00:00,No,No,,2021-03-16 00:00:00,2021-03-21 00:00:00,Mid May at latest,,RETURN,Mar,2021,F/2YO/35lbs/Foxhound,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Mellie,FRKN-FD-21-0412,Aggressive towards kids in home,"3/24 - Reached out for return
3/25 - Survey Sent (L)
3/25 - Urgent to move, RETURNED, 4:15 PM",No experience,Unknown,Aggressive towards young kids,Good,Medium,,No new vet,"See med tracking in folder, not included in vet records in portal",2021-03-23 00:00:00,No,No,,2021-03-25 00:00:00,2021-03-21 00:00:00,RETURNED,,RETURN,Mar,2021,F/3YO/82lbs/HoundMix,,,,,,,,Adult Dog (hrtwrm + and 7 months <= age < 9 years),,,,,,,,,
Foxy,AUPA-FD-21-0513,Too needy for adopter to handle,"3/29 - Reached out for return
3/30 - Survey sent (L), Packet submitted
3/31 - Returned
Pending VMG",Great,unknown,"Very friendly, gentle",Good,Very High,Unknown,"Spay scheduled - 4/1, no new vet records","FT - 3/11/2021
HW - NEEDS",2021-03-27 00:00:00,No,No,,2021-03-30 00:00:00,2021-03-30 00:00:00,,,RETURN,Mar,2021,F/11MO/35lbs/Sheepdog,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Larry,AUPA-MD-21-0515,Not integrating with resident dog,"3/28 - Reached out for return
3/29 - Survey sent (L), Medical review
3/30 - Packet Submitted, scheduling email sent",Good at daycare but not good with resident dog in home,Chased cat outside,"Timid of young kids, good with older kids",Hates his crate,Medium-High,Good a daycare,"3/16/21 - Negative fecal
3/16/21 - Two scabs on right ear that are resolving - no intervention needed",2021-03-30 00:00:00,2021-03-13 00:00:00,Yes,No,,2021-03-29 00:00:00,2021-03-30 00:00:00,ASAP,,RETURN,Mar,2021,M/2.5YO/17lbs/TerrierMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Kallie,PRCO-FD-20-3208,"Not a good fit, dominant personality, adopter wanted a more more relaxed, sociable dog","3/17 - Reached out for return
3/24 - Survey sent (L)
3/25 - Medical Review
3/27 - Needs microchip
3/29 - Packet submitted
3/30 - Scheduling email sent, foster found
RETURN, SAT 4/3, 11 AM","Good, sometimes resource guards",Unknown,Good,Great,High,Good at dog parks,"Needs microchip
Medical Notes
1/15/21 - Giardia +, treated with Panacur x 5 days
12/30/20 - ear infection improving, cont'd treating with Malmetazone
12/19/20 - Giardia and Hookworm + treated with Panacur x 5 days and Pyrantel
12/18/20 - severe ear infections treated with Malmetazone ",2021-03-15 00:00:00,2020-11-17 00:00:00,No,No,,2021-03-24 00:00:00,2021-03-29 00:00:00,ASAP,,RETURN,Apr,2021,F/14MO/40lbs/BullTerrierMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Natalia,NPHT-FD-20-2595,Not integrating with resident animals,"3/7 - Survey Sent (L)
3/8 - Surve received, send for branding and medical review
3/10 - Connected with Madison for spay discussion / plan, pending 3/26
3/30 - Submitted, scheduling email sent
RETURNED 4/10 , 12:30 PM",Resource guards. trainer recommends only pet,"Stalks, can be aggressive",Friendly,Good,High,Good at daycare,"Pending spay, 3/26",2021-03-06 00:00:00,2020-09-27 00:00:00,No,No,,2021-03-07 00:00:00,2021-03-30 00:00:00,,,RETURN,Apr,2021,F/8MO/46lb/Catahoula,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Myrtle,FLRN-FD-14-0794,Myrtle is not doing well with kids,"3/18 - Reached out for return
3/19 - Survey sent (L)
3/21 - Pending vet records, pictures
3/22 - Need Union vet records, branding done
3/24 - Needs rabies, sent email FU asking
4/1 - Medical review
4/3 - Submitted, foster found, pending scheduling
TENT - THURSDAY @ 3 PM
VMG PENDING","Needs space, likes small dogs",Neutral,Some aggression towards kids,Trained,Low,Good at daycare,"Medical Notes
7/8/20 - Nuclear Sclerosis in both eyes, overweight, slower mobility likely secondary to obesity, 
7/9/20 - Negative fecal, neg 4DX, 
2/19/19n - Tail shut in kennel door, slight kink to tail but otherwise healed normal 
7/12/15 - Loose incision (203) very loose, removed
",2021-03-20 00:00:00,2014,No,No,,2021-03-18 00:00:00,2021-04-04 00:00:00,,,RETURN,Apr,2021,F/9YO/13lbs/DoxieMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Yogi,PRCO-MD-20-1810,"Can no longer care for dog, not dog issue","3/19 - Reached out for return
3/21 - Survey sent (L)
3/23 - Medical Review
324 - Submitted
3/25 - Scheduling email sent, foster identified, pending response from adopter
FRIDAY, 2 PM",Great,Unknown,Playful,Good,Very High,Great at both,"Needs HW test, issue with potential growth in mouth",NOT UP TO DATE,2020-07-06 00:00:00,No,No,,2021-03-21 00:00:00,2021-03-24 00:00:00,End of April,,RETURN,Apr,2021,M/11MO/40lbs/Mix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Kiley,FRKN-FD-21-0596,Unable to give her the care / attention needed,"4/2 - Reached out for return
4/3 - Survey Sent (L)
4/4 - Packet submitted, no new records, foster found pending scheduling
WEDNESDAY @ 4 PM
Pending VMG",Great,Unknown,unknown,Unknown,High,Unknown,No new vet records,2021-03-21 00:00:00,2021-04-01 00:00:00,No,No,,2021-04-03 00:00:00,2021-04-04 00:00:00,"Wednesday, April 7, 4 PM-EOD
Thursday, April 8, 10 AM-EOD
Friday, April 9, 10 AM-EOD",,RETURN,Apr,2021,F/4YO/39lbs/Irishterriermix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Cheesecake,TLHS-FD-21-0616,Aggressive and reactive,"4/5 - Reached out for return
4/7 - Returned, NO PACKET",,,,,,,,,,,,,,,,,RETURN,Apr,2021,F/2YO/34lbs/BassetMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Marlo,AUPA-FD-21-0651,Leash reactive,"4/15 - Return requested
4/16 - Survey sent (L), submitted","Not good on leash, unknown off leash",unknown,OK,Great,High,unknown,No new records,2021-03-30 00:00:00,2021-04-12 00:00:00,No,No,,2021-04-16 00:00:00,2021-04-16 00:00:00,ASAP,,RETURN,Apr,2021,F/1YO/45lbs/Sheepdog,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Tori,FLRN-FD-20-2193,Dogs are not integrating with Tori - male dogs are now fighting,"4/5 - Reached out for return, survey sent (L)
4/6 - Medical review
4/9 - SUBMITTED, scheduling email send
RETURN - 4/15, 2 PM",Great,Unknown,"Has a bit stranger danger, so probably will not do well with little kids",Not great,Medium,Unknown,"Medical Notes
3/18/21 - neg 4DX ","Heartguard 3/22, frontline 3/8",2020-08-01 00:00:00,No,No,,2021-04-05 00:00:00,2021-04-09 00:00:00,ASAP,,RETURN,Apr,2021,F/1.5YO/42lbs/Hound,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Sam,MAWF-MD-21-0475,Adopter is allergic,"4/7 - reached out for return
4/8 - survey sent (K)
4/8- survey response and pic received
4/9 - pics sent for Branding
4/12 - submitted
Wednesday, 3:30 PM, Pending adoption!","calm, pays no attention",unknown,gentle,goes in by himself at night,"low energy, loves walks",does his own thing at dog parks and doesn't play with toys or other dogs,currently on doxy from shelter/LDAR,no dates on LDAR records; adopter hasn't given any,2021-03-31 00:00:00,No,no,,2021-04-08 00:00:00,2021-04-12 00:00:00,can keep until 4/16,,RETURN,Apr,2021,M/5YO/75lbs/BorderCollieMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Lady,AUPA-FD-21-0648,High prey drive for ,"4/23 - Reached out for return
4/24 - survey sent (L), submitted
4/26 - Pending Return and ADOPTION!",Friendly,Aggressive,Unknown,Unknown,Medium,Unknown,No new records,2021-04-02 00:00:00,2021-04-22 00:00:00,No,No,,2021-04-24 00:00:00,2021-04-24 00:00:00,Sooner is better,,RETURN,Apr,2021,F/1YO/32lbs/CattleDogMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Luke,AUPA-MD-21-0517,"Says she underestimated how much of a lifestyle change adopting a dog involves. Believes Luke would be better off in a household with another dog or with a larger family so he could get more attention.
Note: She describes Luke as being very sweet and intelligent with no aggressive behaviors.","4/19 - Reached out for return, Survey sent (L) 
4/20 - Medical review, branding
4/21 - Submitted
MONDAY, 10:30 AM","Good, can be apprehensive",Unknown,Unknown,"OK, not great",Moderate,,No medical notes,2021-04-01 00:00:00,2021-03-26 00:00:00,No,No,,2021-04-19 00:00:00,2021-04-21 00:00:00,,,RETURN,Apr,2021,M/2.5YO/13lbs/PugMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Seth,FLRN-MD-21-0695,"Seth has broken out of his crate and ""destroyed"" their house. ","4/21 - Reached out for return, survey sent (L)
4/22 - On hold
4/23 - Off hold, survey received, pending response re medical",Unknown,Unknown,Playful,"Hates crate, sep anxiety, destroys things",High,Unknown,,2021-03-26 00:00:00,2021-04-17 00:00:00,No,No,,2021-04-21 00:00:00,2021-04-23 00:00:00,ASAP - Foster can take back,,RETURN,Apr,2021,M/6MO/22lbs/Lab,,,,,,,,Puppy (hrtwrm - and 5 months <= age < 7 months),,,,,,,,,
Arlo,FLRN-MD-20-3393,Too high energy for adopter,"3/29 - reached out for return
3/29 - survey sent (K)
4/7 - Medical review and pics for branding
4/9 - submitted
THURSDAY, 2 PM","On walks he is fine greeting other dogs – no pulling on the leash, no barking, tail wagging, some sniffing",unknown,fine with older children but can be mouthy,"He sleeps through the night in his crate without any barking. If he needs to be crated during the day he will bark a little after finishing his Kong treat, but then settles down and falls asleep.",high,"high energy, chasing and barking to dogs to play with him; ""We are concerned that high energy play combined with barking could escalate into aggression;"" see survey for more details","2/23/21 - still on Biome and maybe Fortiflora - can we ask the owners if he will be returning with either? 
2/10/21 - lepto, lyme, and influenza annual vaccinations
1/13/21 - neg 4DX 
1/4/21 - soft stool and straining treating with Metronidazole, Endosorb, Panacur, Fortiflora, and Hill's GI Biome/Royal Canin High Fiber food. Negative fecal. Ear infection cocci and yeast, treated with Mometamax",2021-04-04 00:00:00,2021-01-03 00:00:00,no,no,,2021-03-29 00:00:00,2021-04-09 00:00:00,can hold onto him for a month but want to rehome; Ashley calling to talk to them,,RETURN,Apr,2021,M/1YO/61lbs/RedboneCoonhoundMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Florence,TLHS-FD-21-0620,Florence has not been integrating with the resident cat according to the adopter. ,"4/20 - Reached out for return, survey sent (L)
4/21 - Branding, no new records
4/21 - Submitted
FRIDAY, 4/23, 5:30 PM",Great with other dogs,Lunges towards resident cat,Good,Not crate trained,High,Good at dogparks,No new records,2021-04-01 00:00:00,2021-04-16 00:00:00,No,No,,2021-04-20 00:00:00,2021-04-21 00:00:00,ASAP,,RETURN,Apr,2021,F/2YO/40lbs/RetrieverMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Bossman,AUPA-MD-21-0641,Adopter decided she didn't want to have a dog,"4/18 - Reached out for return after less than 24 hours
4/19 - Scheduling return, no packet",,,,,,,,,2021-04-17 00:00:00,No,No,,,,Ashely coordinating back to foster,,RETURN,Apr,2021,M/5YO/9lbs/ChiMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Barry,AUPA-MD-21-0418,Dog is too big and strong for wife to handle. Steals food off of counters. Can't relax,"3/28 - Reached out for return
3/29 - Survey sent (K)
4/2 - FU sent
4/5 - AC sent another FU and adopters want to put on hold
4/15 - back on, re-sent survey
4/18 - Survey received, pending medical records, pictures and training report
4/21 - pictures received, pending medical records and training report
4/23 - no new medical records, still waiting on training report
4/26 - no training report still, submitted
FRIDAY @ 12 PM","plays well, barks when they walk down street ",unknown,"good but jumpy, could knock young kids over","unknown, they haven't used one",high and very curious,"excellent, loves to run",no new medical records,2021-04-25 00:00:00,2021-03-12 00:00:00,No,No,,2021-03-29 00:00:00,2021-04-26 00:00:00,2021-04-30 00:00:00,,RETURN,Apr,2021,M/2YO/59lbs/LabMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Jonah,LACS-MD-20-1181,Thinks he would be better off in a new home without a cat and older dog. Can be reactive around strange dogs. Sounds like he's not getting enough exercise  ,"4/13 - Reached out for return
4/15 - Survey sent (L)
4/16 - Survey received, needs medical records, training report
4/17 - Pictures for branding, needs to confirm pic use because face looks raw
4/19 - Medical review
4/21 - FU for training evaluation
4/23 - Submitted, relinquish received
FOSTER FOUND, SCHEDULING
MONDAY, 4:30 PM","Good in the right environment, can be reactive",OK with confident cats,Great,Some separation anxiety,High,OK,"Medical Notes
4/13/21 - Dental Calculus - rec daily teeth brushing
8/23/20 - Elbow hygroma - x-rays performed, no other abnormalities. Called to confirm with vet hospital
6/21/20 - Lyme and Lepto Annual Vaccination 
5/29/20 - Started on Solloquin and Adaptil Collar, and Trazodone for anxiety",2021-03-18 00:00:00,2020-05-27 00:00:00,No,No,,2021-04-15 00:00:00,2021-04-22 00:00:00,ASAP,,RETURN,May,2021,M/1.5YO/72lbs/BelgianMalinois,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Zeus,ASSC-MD-21-0587,adopter is anxious about Zeus's separation anxiety,"4/26 - reached out for return
4/27 - survey sent (K)
4/27 - survey returned, no vet records
SATURDAY, MAY 1, 10:30 AM",shy,unknown,unknown,anxious,medium,shy in dog park,no new medical records,3/23/2021 according to dog list - adopter has not given,2021-04-18 00:00:00,No,No,,2021-04-26 00:00:00,2021-04-27 00:00:00,"Cannot keep for long. ""my anxiety and panic attacks haven’t stopped. It is turning to make physically sick, like nose bleeds or vomiting due to level of stress""",,RETURN,May,2021,M/1YO/30lbs/LabMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
Dexter,ASSC-MD-21-0588,"Too stressful to manage in an apartment building. I suspect that Chris has not been giving him enough exercise. I suggested that he try taking Dexter to the dog park and report back (When I spoke to him on the phone, he indicated they had not gone to the dog park once in the 2 weeks he's had him). He said that Dexter did well, but he can no longer commit to frequent trips to the dog park and would like to pursue a return. ","4/16 - Reached out for return
4/17 - Survey sent (L)
4/18 - Survey received, pictures for branding, pending medical
4/19 - Medical review
4/21 - Submitted
PENDING - WEDNESDAY/THURSDAY
",Very playful,Unknown,Fine,OK,High,"Good at dogparks, limited exposure","Medical Notes
4/17/21 - Diarrhea suspected secondary to Hookworm diagnosis, being treated with Pro-Pectalin 
4/10/21 - Hookworm + treated with pyrantel 
4/10/21 - Lepto and Lyme initial vaccines ",3/24/2021 - Simparica TRIO,2021-03-27 00:00:00,"YES, notified for return after the trial period ended",No,,2021-04-17 00:00:00,2021-04-21 00:00:00,,,RETURN,Apr,2021,M/1YO/31lbs/LabMix,,,,,,,,Adult Dog (hrtwrm - and 7 months <= age < 9 years),,,,,,,,,
