DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,KIDS2,month,year,Column3,Column4,Column5,Column6,Column7,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,HW,FT,C,ALTERED,Column1,Dog Name,Column2,ID,TRANSPORT DATE,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Kabot,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15169170&key=Mqr6gy1W,Male,2 years,27.00lbs,Beagle,Tri-color,Yes,,,,,Dec,2019,,,,,,,New this week; caution on apartments due to breed,,,,,,,,,,KINS-MD-19-1619,,2017-12-01,2019-12-15,,,,
Karina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15020443&key=Mqr6gy1W,Female,2 years,33.00lbs,Labrador Retriever,Black,REQUIRED,,No,,,Dec,2019,,,,,,,2nd dog required; walks alone not enough (needs running or playtime); no kids under 12,,,,,,,,,,PRCO-FD-19-1487,,2017-04-01,2019-12-20,,,,
Keanu,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15010428&key=Mqr6gy1W,Male,1 year,35.00lbs,Terrier,Tan,Yes,No,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); bully Screen; no cats,,,,,,,,,,FLRN-MD-19-1504,,2018-10-15,,,,,
Kelly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15188935&key=Mqr6gy1W,Female,6 months,27.00lbs,"Shepherd, Hound",Fawn & White,Yes,,Lived with,"positive for lyme - doxy 100 mg 2x a day for 30 days, started 11/26",,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; lived with kids,,,,,,,,,,FRKN-FD-19-1688,,2019-06-01,2020-01-05,,,,
Kenny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15189200&key=Mqr6gy1W,Male,6 months,34.00lbs,"Shepherd, Hound",Fawn & White,Yes,,Lived with,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; lived with kids,,,,,,,,,,FRKN-MD-19-1689,,2019-06-01,2019-12-22,,,,
Keri,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15188753&key=Mqr6gy1W,Female,6 months,28.00lbs,"Shepherd, Hound",Tri-color,Yes,,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; gets carsick,,,,,,,,,,FRKN-FD-19-1690,,2019-06-01,2019-12-22,,,,
Kevin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15189073&key=Mqr6gy1W,Male,6 months,40.00lbs,"Shepherd, Hound",Fawn & White,Yes,,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed,,,,,,,,,,FRKN-MD-19-1691,,2019-06-01,2019-12-22,,,,
Kiwi (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15114852&key=Mqr6gy1W,Female,3 months,12.00lbs,Terrier,Fawn,Yes,,,S/N: 2/25/20,,Dec,2019,,,,,,,Puppy Screen; being treated for demodex,,,,,,,,,,FLRN-FD-19-1588,,2019-09-02,2019-12-19,,,,
Legs,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15055956&key=Mqr6gy1W,Male,1 year,55.00lbs,"Labrador Retriever, Greyhound",Black,Yes,Lived with,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); lived with cats,,,,,,,,,,FLRN-MD-19-1505,,2018-11-10,2019-12-01,,,,
Maddy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15070375&key=Mqr6gy1W,Female,2 years,35.00lbs,Spaniel,Tri-color,Yes,,,11/8 - Being treated for ear infection,,Dec,2019,,,,,,,New this week,,,,,,,,,,FLRN-FD-19-1590,,2017-11-10,2019-12-08,,,,
Maggie (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=12735631&key=Mqr6gy1W,Female,4 years,60.00lbs,Labrador Retriever,Black w/ White Patch,Yes,,,,,Dec,2019,,,,,,,Walks alone not enough (needs running and playtime): bully warning; HW treated 2/26/18; can be leash reactive,,,,,,,,,,FLRN-FD-18-0497,,2015-02-28,2019-12-15,,,,
Marla (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14999246&key=Mqr6gy1W,Female,2 years,30.00lbs,Boston Terrier,Brindle,Yes,,,,,Dec,2019,,,,,,,New this week; HW treated 11/19/19,,,,,,,,,,FLRN-FD-19-1591,,2017-10-15,2019-12-07,,,,
Marvin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172298&key=Mqr6gy1W,Male,6 months,8.00lbs,Jack Russell Terrier,Tan & Wihte,Yes,,,,,Dec,2019,,,,,,,New this week; older puppy,,,,,,,,,,KAHS-MD-19-1680,,2019-06-01,2019-12-15,,,,
Mikey (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15157142&key=Mqr6gy1W,Male,4 months,20.00lbs,Australian Shepherd,Tan & White,Yes,,,S/N: 2/1/20,,Dec,2019,,,,,,,Puppy Screen,,,,,,,,,,FLRN-MD-19-1612,,2019-08-05,,,,,
Mila (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15067742&key=Mqr6gy1W,Female,2 years,40.00lbs,Labrador Retriever,Black & White,Yes,,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); HW treated 11/5/19,,,,,,,,,,FLRN-FD-19-1592,,2017-11-22,2019-12-15,,,,
Moti,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15027638&key=Mqr6gy1W,Female,1 year,19.00lbs,"Jack Russell Terrier, Dachshund",Tan & White,Yes,,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime),,,,,,,,,,PRCO-FD-19-1488,,,,,,,
Moti,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15231813&key=Mqr6gy1W,Male,10 months,26.00lbs,Spaniel,Tan & White,Yes,,,,,Dec,2019,,,,,,,New this week,,,,,,,,,,FLRN-MD-19-1721,,2019-02-02,2019-12-29,,,,
Ms. Layla,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14997884&key=Mqr6gy1W,Female,7 years,50.00lbs,Australian Shepherd,Black & Tan,Yes,No,No,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); no kids under 15; no cats; previous adopters note separation anxiety and barking at strangers; on specific diet due to allergies,,,,,,,,,,OWNR-FD-19-1408,,2013-01-13,2013-01-13,,,,
Newby,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15223481&key=Mqr6gy1W,Male,8 months,30.00lbs,Labrador Retriever,Yellow,Yes,,,,,Dec,2019,,,,,,,New this week,,,,,,,,,,FLRN-MD-19-1722,,2019-04-12,2019-12-29,,,,
Onyx,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15029232&key=Mqr6gy1W,Male,2 years,30.00lbs,Labrador Retriever,Black,Yes,,Lived with,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); lived with kids,,,,,,,,,,PRCO-MD-19-1526,,2017-04-01,2020-01-26,,,,
Opie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15114840&key=Mqr6gy1W,Male,9 months,28.00lbs,Basset Hound,Black,Yes,,,,,Dec,2019,,,,,,,New this week; caution on apartments due to breed,,,,,,,,,,FLRN-MD-19-1593,,2019-03-02,2019-12-07,,,,
Orville (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15154297&key=Mqr6gy1W,Male,2 months,9.00lbs,Labrador Retriever,Black,Yes,,,S/N: 3/25/20,,Dec,2019,,,,,,,Puppy Screen,,,,,,,,,,FLRN-MD-19-1652,,2019-10-10,2019-12-15,,,,
Otis (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15154308&key=Mqr6gy1W,Male,2 months,9.00lbs,Labrador Retriever,Fawn,Yes,,,S/N: 3/25/20,,Dec,2019,,,,,,,Puppy Screen,,,,,,,,,,FLRN-MD-19-1653,,,,,,,
Ozzie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15122012&key=Mqr6gy1W,Male,1 year,70.00lbs,German Shepherd,Black & Tan,Yes,,,,,Dec,2019,,,,,,,New this week; caution on German Shepherd restrictions,,,,,,,,,,FLRN-MD-19-1594,,2018-11-10,2019-12-07,,,,
Paddy (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14856943&key=Mqr6gy1W,Male,4 years,70.00lbs,Labrador Retriever,Yellow,Yes,,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); HW treated 10/1/19; hair loss due to flea allergy,,,,,,,,,,FLRN-MD-19-1428,,2015-09-02,2019-12-01,,,,
Parker,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15020239&key=Mqr6gy1W,Male,7 months,30.00lbs,Shepherd,Brindle,REQUIRED,,No,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); 2nd dog required; no kids under 12 due to shyness,,,,,,,,,,FLRN-MD-19-1515,,2019-03-29,2019-12-01,,,,
Pearl,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15020415&key=Mqr6gy1W,Female,7 months,30.00lbs,Shepherd,Tan,Yes,,No,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); commitment to socialization due to shyness; best in residential home,,,,,,,,,,FLRN-FD-19-1517,,2019-03-29,2019-12-07,,,,
Piglet,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=8014363&key=Mqr6gy1W,Male,4 years,64.00lbs,Retriever,Tan,No,No,No,"Mycophenolate 250 mg 2x/day; Prednisone 5mg EOD; Tacrolimus on lesions; Long-term exposure to direct sunlight should be avoided as
it can cause an outbreak; MAY BE ALLERGIC TO DOXYCYCLINE; DON'T GIVE HEARTGUARD - USE REVOLUTION",,Dec,2019,,,,,,,Medium energy; must be only dog; no dog parks; no kids under 12; no cats,,,No,,,,,,,MTHY-MD-15-0024,,,2019-12-15,Mix,weeks,,No
Pogo (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15127616&key=Mqr6gy1W,Female,2 years,50.00lbs,Retriever,Golden,Yes,,,,,Dec,2019,,,,,,,New this week; HW treated 11/25/19,,,,,,,,,,FLRN-FD-19-1595,,2017-11-11,,,,,
Pooh (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14786783&key=Mqr6gy1W,Male,1 year,35.00lbs,Labrador Retriever,Black & White,Yes,Lived with,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); HW treated 10/29/19; lived with cats,,,,,,,,,,MTHY-MD-19-1530,,2018-08-01,2019-12-01,,,,
Queen (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14958358&key=Mqr6gy1W,Female,8 years,45.00lbs,"Labrador Retriever, Pointer",Black & White,Yes,,,,,Dec,2019,,,,,,,New this week; HW treated 11/5/19,,,,,,,,,,FLRN-FD-19-1596,,2011-10-15,,,,,
Rena,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15144654&key=Mqr6gy1W,Female,2 years,25.00lbs,Beagle,Tri-color,Yes,,,,,Dec,2019,,,,,,,New this week; caution on apartments due to breed,,,,,,,,,,FLRN-FD-19-1617,,2017-12-23,2019-12-08,,,,
Riley,,Female,3 years,10.00lbs,Terrier,Fawn,Yes,,,,,Dec,2019,,,,,,,New this week; treated for attack prior to transport,,,,,,,,,,FLRN-FD-19-1723,,2016-11-11,2020-01-18,,,,
Rodney,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15143569&key=Mqr6gy1W,Male,6 years,20.00lbs,Basset Hound,Tan & Black,Yes,,,Mass on neck,,Dec,2019,,,,,,,Medium energy; caution on apartments due to breed,,,,,,,,,,FLRN-MD-19-1597,,2013-12-25,2019-12-22,,,,
Ron (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15067756&key=Mqr6gy1W,Male,2 years,40.00lbs,Labrador Retriever,Black,Yes,,,,,Dec,2019,,,,,,,New this week; HW treated 11/12/19,,,,,,,,,,FLRN-MD-19-1618,,2017-11-10,2019-12-08,,,,
Ross,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14629670&key=Mqr6gy1W,Male,1 year,40.00lbs,Labrador Retriever,Black,Yes,Lived with,Caution,Gabapentin 300 mg 2-3x a day as needed; fragmented elbow,,Dec,2019,,,,,,,High energy; walks alone not enough (needs running or playtime); bully warning; commitment to training (puppy-like behaviors); caution on kids; returned 2x for mouthiness; lived with cats,,,,,,,,,,FLRN-MD-19-0940,,2018-07-21,2019-12-20,,,,
Rustlyn,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15168897&key=Mqr6gy1W,Female,10 months,30.00lbs,Labrador Retriever,Tan & White,Yes,,,,,Dec,2019,,,,,,,New this week,,,,,,,,,,KINS-FD-19-1620,,2019-02-01,2019-12-15,,,,
Sage (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15027592&key=Mqr6gy1W,Female,2 years,45.00lbs,Labrador Retriever,Fawn,Yes,No,Yes,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); HW treated 10/29/19; bully warning; no cats; lived with kids,,,,,,,,,,FLRN-FD-19-1598,,2017-10-01,2019-12-26,,,,
Sally (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172945&key=Mqr6gy1W,Female,2 months,10.00lbs,Shepherd,Fawn,Yes,,,S/N: 3/25/20,,Dec,2019,,,,,,,Puppy Screen,,,,,,,,,,FLRN-FD-19-1664,,2019-09-25,,,,,
Sammie (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173021&key=Mqr6gy1W,Male,2 months,10.00lbs,Shepherd,Fawn,Yes,,,S/N: 3/25/20,,Dec,2019,,,,,,,Puppy Screen,,,,,,,,,,FLRN-MD-19-1665,,2019-09-25,2019-12-29,,,,
Scooby,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15134635&key=Mqr6gy1W,Male,2 years,47.00lbs,Shepherd,Golden,Yes,,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime),,,,,,,,,,FLRN-MD-19-1600,,2017-11-17,2019-12-15,,,,
Secret,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15016188&key=Mqr6gy1W,Female,1 year,45.00lbs,Shepherd,Tan & White,Yes,,,Swollen front left leg,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime),,,,,,,,,,FLRN-FD-19-1429,,2017-10-15,2019-12-15,,,,
Sherlock,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15171258&key=Mqr6gy1W,Male,5 months,14.00lbs,Shepherd,Brindle & White,Yes,,,,,Dec,2019,,,,,,,New this week; older puppy,,,,,,,,,,FLRN-MD-19-1671,,2019-07-04,2019-12-15,,,,
Skip (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173029&key=Mqr6gy1W,Male,2 months,10.00lbs,Shepherd,Golden,Yes,,,S/N: 3/25/20,,Dec,2019,,,,,,,New this week; Puppy Screen,,,,,,,,,,FLRN-MD-19-1667,,2019-09-25,2019-12-15,,,,
Snoop (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15005274&key=Mqr6gy1W,Male,2 years,62.00lbs,Akita,Brown & White,Yes,,No,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); high energy; HW treated 10/29/19; commitment to training; no kids under 12 (mouthy); can jump fence,,,,,,,,,,FLRN-MD-19-1601,,2017-11-01,2019-12-19,,,,
Snow,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15123179&key=Mqr6gy1W,Male,10 months,10.00lbs,Poodle,White,Yes,,,,,Dec,2019,,,,,,,New this week,,,,,,,,,,FLRN-MD-19-1602,,2019-02-02,2019-12-07,,,,
Stevie (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173040&key=Mqr6gy1W,Male,2 months,10.00lbs,Shepherd,Fawn,Yes,,,S/N: 3/25/20,,Dec,2019,,,,,,,Puppy Screen,,,,,,,,,,FLRN-MD-19-1669,,2019-09-25,,,,,
Stump (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15021833&key=Mqr6gy1W,Male,2 years,36.00lbs,Basset Hound,Black & White,Yes,,,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); HW treated 10/29/19; no apartments due to breed / separation anxiety,,,,,,,,,,FLRN-MD-19-1521,,2015-10-02,2019-12-14,,,,
Suerte (HW) ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15047899&key=Mqr6gy1W,Male,5 years,37.00lbs,Labrador Retriever,Yellow,REQUIRED,,No,,,Dec,2019,,,,,,,2nd dog required; medium energy; HW treated 10/1/19; no kids under 12 due to shyness,,,,,,,,,,PRCO-MD-19-1446,,2014-11-01,2019-12-14,,,,
Suzy (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172995&key=Mqr6gy1W,Female,2 months,10.00lbs,Shepherd,Golden,Yes,,,S/N: 3/25/20,,Dec,2019,,,,,,,Puppy Screen,,,,,,,,,,FLRN-FD-19-1670,,2019-09-25,,,,,
Swiper,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15045336&key=Mqr6gy1W,Male,4 years,32.00lbs,Shepherd,Yellow,Yes,,,,,Dec,2019,,,,,,,New this week; treated for demodex with nexgard,,,,,,,,,,PRCO-MD-19-1678,,2015-11-01,2019-12-14,,,,
Tot,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15230991&key=Mqr6gy1W,Female,10 months,26.00lbs,"Sheltie, Labrador Retriever",Black,Yes,,,,,Dec,2019,,,,,,,New this week,,,,,,,,,,FLRN-FD-19-1728,,2019-02-15,2019-12-29,,,,
Trixie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15227972&key=Mqr6gy1W,Female,2 years,39.00lbs,Labrador Retriever,White,Yes,,,,,Dec,2019,,,,,,,New this week,,,,,,,,,,FLRN-FD-19-1729,,2017-12-23,2019-12-29,,,,
Wallace,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15114626&key=Mqr6gy1W,Male,7 months,30.00lbs,Flat-coated Retriever,Black & White,Yes,,,,,Dec,2019,,,,,,,New this week; older puppy?,,,,,,,,,,FLRN-MD-19-1603,,2019-05-02,,,,,
Whisper,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15012265&key=Mqr6gy1W,Female,1 year,45.00lbs,Shepherd,Brindle,Yes,No,No,,,Dec,2019,,,,,,,Walks alone not enough (needs running or playtime); no kids under 12 (herding/nipping tendencies); no cats (will chase/fixate),,,,,,,,,,FLRN-FD-19-1524,,2018-10-15,2019-12-22,,,,
Ada,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15055264&key=Mqr6gy1W,Female,6 months,11.00lbs,Shepherd,Black & Tan,Yes,,Lived with,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy; lived with kids,,,,,,,,,,PRCO-FD-19-1438,,2019-05-01,2019-11-24,,,,
Adalberto,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15055352&key=Mqr6gy1W,Male,6 months,11.00lbs,Shepherd,Tan & White,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy,,,,,,,,,,PRCO-MD-19-1439,,2019-05-01,2019-11-17,,,,
Adalinde,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15055274&key=Mqr6gy1W,Female,6 months,12.00lbs,Shepherd,Tan & White,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy,,,,,,,,,,PRCO-FD-19-1440,,2019-05-01,2019-11-21,,,,
Addy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14909286&key=Mqr6gy1W,Female,2.5 years,65.00lbs,"Labrador Retriever, Shepherd",,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime),,,,,,,,,,FLRN-FD-19-1272,,2017-09-15,2019-11-10,,,,
Adilsa,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15055285&key=Mqr6gy1W,Female,6 months,17.00lbs,Shepherd,Black & Tan,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy,,,,,,,,,,PRCO-FD-19-1442,,2019-05-01,2019-11-17,,,,
Aldo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15055653&key=Mqr6gy1W,Male,6 months,16.00lbs,Shepherd,Yellow,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy,,,,,,,,,,PRCO-MD-19-1443,,2019-05-01,2019-11-16,,,,
Armando,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15055573&key=Mqr6gy1W,Male,6 months,11.00lbs,Shepherd,Yellow,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); older puppy,,,,,,,,,,PRCO-MD-19-1444,,2019-05-01,2019-11-17,,,,
Ava,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14959157&key=Mqr6gy1W,Female,4 years,35.00lbs,Shepherd,Golden,Yes,,,,,Nov,2019,,,,,,,New this week,,,,,,,,,,FLRN-FD-19-1409,,2015-10-15,2019-11-03,,,,
Bailey,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14959541&key=Mqr6gy1W,Female,4 years,50.00lbs,Shepherd,Tan & Black,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime),,,,,,,,,,FLRN-FD-19-1331,,2015-10-15,2019-11-10,,,,
Bali (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14690093&key=Mqr6gy1W,Female,2 years,40.00lbs,Labrador Retriever,Tan & White,Yes,Lived with,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); HW treated 8/20/19; lived with cats; puppy-like behaviors,,,,,,,,,,FLRN-FD-19-1144,,2017-08-03,2019-11-23,,,,
Bee Bop,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14965609&key=Mqr6gy1W,Female,10 months,33.00lbs,"Shepherd, Terrier",White & Black,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime),,,,,,,,,,FLRN-FD-19-1332,,2018-12-15,2019-11-03,,,,
Bouncer,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15007822&key=Mqr6gy1W,Male,1 year,40.00lbs,Shepherd,Black & White,Yes,Lived with,Caution,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); bully warning; lived with cats (wants to play); caution on kids; mouthy with food/treats,,,,,,,,,,FLRN-MD-19-1411,,2018-10-15,2019-11-24,,,,
Bullett,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15011668&key=Mqr6gy1W,Male,5.5 years,14.00lbs,Jack Russell Terrier,Tri-color,Yes,,,,,Nov,2019,,,,,,,New this week,,,,,,,,,,FLRN-MD-19-1412,,2011-10-15,2019-11-03,,,,
Cantina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14967238&key=Mqr6gy1W,Female,1.5 years,50.00lbs,Retriever,Orange,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime),,,,,,,,,,FLRN-FD-19-1337,,2018-10-15,2019-11-10,,,,
Carol (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14976084&key=Mqr6gy1W,Female,2 years,18.00lbs,Chihuahua,Tan & White,Yes,,No,,,Nov,2019,,,,,,,HW treated 10/22/19,,,,,,,,,,FLRN-FD-19-1527,,2017-10-15,2019-11-24,,,,
Chase (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15054300&key=Mqr6gy1W,Male,3 months,12.00lbs,Terrier,Yellow,Yes,,,S/N: 2/1/20,,Nov,2019,,,,,,,New this week; Puppy Screen,,,,,,,,,,FLRN-MD-19-1491,,2019-08-04,2019-11-16,,,,
Cheeto,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15054034&key=Mqr6gy1W,Male,3.5 years,10.00lbs,Yorkshire Terrier Yorkie,Black & Tan,Yes,,,,,Nov,2019,,,,,,,New this week; a little shy,,,,,,,,,,FLRN-MD-19-1493,,2016-11-12,2019-11-16,,,,
Chelsey (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15054280&key=Mqr6gy1W,Female,3 months,12.00lbs,Terrier,Yellow,Yes,,,S/N: 2/1/20,,Nov,2019,,,,,,,New this week; Puppy Screen,,,,,,,,,,FLRN-FD-19-1492,,2019-08-04,2019-11-17,,,,
Chewy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15016110&key=Mqr6gy1W,Male,3 years,18.00lbs,Terrier,Tri-color,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime),,,,,,,,,,FLRN-MD-19-1413,,2016-10-15,,,,,
Cheyanne,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15054783&key=Mqr6gy1W,Female,2 years,35.00lbs,Terrier,Fawn & White,Yes,,,,,Nov,2019,,,,,,,Walks alone not enough (needs running or playtime); Bully Screen; recovering from reaction to flea allergy,,,,,,,,,,FLRN-FD-19-1494,,2017-11-11,2019-11-24,,,,
Chip,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15054198&key=Mqr6gy1W,Male,1 year,10.00lbs,Yorkshire Terrier Yorkie,Black,Yes,,,,,Nov,2019,,,,,,,New this week; a bit shy,,,,,,,,,,FLRN-MD-19-1495,,2015-01-12,2019-11-16,,,,
Daisen (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15020397&key=Mqr6gy1W,Male,3 months,15.00lbs,Shepherd,Brindle,Yes,,,,,Nov,2019,,,,,,,Puppy Screen,,,,,,,,,,KAHS-MD-19-1400,,2019-07-29,2019-11-17,,,,
