DOG NAME,LINK,SEX,AGE,WEIGHT,BREED MIXES,COLOR,DOGS IN HOME,CATS,KIDS,MEDICAL NOTES,month,year,ID,STATUS,BEHAVIORAL NOTES,BS/W,FOSTER HOME,TRANSPORT DATE,ALTERED,HW,FT,C,Date of Birth,Adopted On,MIX,AGE MEASURE,SECONDARY BREED,SPAYED/NEUTERED
Swiper,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15045336&key=Mqr6gy1W,Male,4 years,32.00lbs,Shepherd,Yellow,Yes,,,,Dec,2019,PRCO-MD-19-1678,,New this week; treated for demodex with nexgard,,,,,,,,11/1/2015,12/14/2019,,,,
Stump (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15021833&key=Mqr6gy1W,Male,2 years,36.00lbs,Basset Hound,Black & White,Yes,,,,Dec,2019,FLRN-MD-19-1521,,Walks alone not enough (needs running or playtime); HW treated 10/29/19; no apartments due to breed / separation anxiety,,,,,,,,10/2/2015,12/14/2019,,,,
Suerte (HW) ,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15047899&key=Mqr6gy1W,Male,5 years,37.00lbs,Labrador Retriever,Yellow,REQUIRED,,No,,Dec,2019,PRCO-MD-19-1446,,2nd dog required; medium energy; HW treated 10/1/19; no kids under 12 due to shyness,,,,,,,,11/1/2014,12/14/2019,,,,
Snoop (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15005274&key=Mqr6gy1W,Male,2 years,62.00lbs,Akita,Brown & White,Yes,,No,,Dec,2019,FLRN-MD-19-1601,,Walks alone not enough (needs running or playtime); high energy; HW treated 10/29/19; commitment to training; no kids under 12 (mouthy); can jump fence,,,,,,,,11/1/2017,12/19/2019,,,,
Mikey (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15157142&key=Mqr6gy1W,Male,4 months,20.00lbs,Australian Shepherd,Tan & White,Yes,,,S/N: 2/1/20,Dec,2019,FLRN-MD-19-1612,,Puppy Screen,,,,,,,,8/5/2019,,,,,
Ms. Layla,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14997884&key=Mqr6gy1W,Female,7 years,50.00lbs,Australian Shepherd,Black & Tan,Yes,No,No,,Dec,2019,OWNR-FD-19-1408,,Walks alone not enough (needs running or playtime); no kids under 15; no cats; previous adopters note separation anxiety and barking at strangers; on specific diet due to allergies,,,,,,,,1/13/2013,1/13/2013,,,,
Ansley,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15114619&key=Mqr6gy1W,Female,8 months,30.00lbs,Labrador Retriever,Fawn,Yes,Passed test,,,Dec,2019,FLRN-FD-19-1572,,Walks alone not enough (needs running or playtime); being treated for demodex; commitment to socialization; bully warning; passed cat test,,,,,,,,3/22/2019,12/21/2019,,,,
Arlo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14918577&key=Mqr6gy1W,Male,10 months,40.00lbs,Shepherd,Tan,Yes,Passed test,,,Dec,2019,FLRN-MD-19-1244,,Walks alone not enough (needs running or playtime); puppy-like behaviors; passed cat test (likes to chase/play),,,,,,,,11/16/2018,12/22/2019,,,,
Beau,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15012256&key=Mqr6gy1W,Male,1 year,40.00lbs,Shepherd,Brown & White,Yes,,No if other dogs in home,,Dec,2019,FLRN-MD-19-1410,,Walks alone not enough (needs running or playtime); food aggression against other dogs; no kids under 12 if there are dogs in home,,,,,,,,10/15/2018,12/22/2019,,,,
Blast (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15143560&key=Mqr6gy1W,Male,1.5 months,6.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/1/20,Dec,2019,FLRN-MD-19-1575,,Puppy Screen; being treated for demodex,,,,,,,,10/22/2019,12/20/2019,,,,
Button (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173854&key=Mqr6gy1W,Female,2 months,5.00lbs,Terrier,Black & Tan,Yes,,,S/N: 4/1/2020,Dec,2019,FLRN-FD-19-1630,,Puppy Screen,,,,,,,,10/6/2019,12/22/2019,,,,
Cara,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172950&key=Mqr6gy1W,Female,1.5 years,28.00lbs,Labrador Retriever,White,Yes,,,,Dec,2019,PRCO-FD-19-1675,,Walks alone not enough (needs running or playtime); bully warning,,,,,,,,4/13/2018,12/22/2019,,,,
Chloe,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14096707&key=Mqr6gy1W,Female,2.5 years,30.00lbs,"Labrador Retriever, Dalmation",Yellow,Yes,Passed test,Yes,,Dec,2019,GBHS-FD-19-0233,,Walks alone not enough (needs running or playtime); good with kids; passed cat test,,,,,,,,8/21/2017,12/22/2019,,,,
Gatsby (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175874&key=Mqr6gy1W,Male,1 month,7.00lbs,Labrador Retriever,Golden,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-MD-19-1634,,Puppy Screen,,,,,,,,10/13/2019,12/22/2019,,,,
Giblet (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175836&key=Mqr6gy1W,Female,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-FD-19-1641,,Puppy Screen,,,,,,,,10/13/2019,,,,,
Glitter (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175808&key=Mqr6gy1W,Female,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-FD-19-1655,,Puppy Screen,,,,,,,,10/13/2019,,,,,
Griswold (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15175868&key=Mqr6gy1W,Male,1 month,7.00lbs,Labrador Retriever,Black,Yes,,,S/N: 4/7/20,Dec,2019,FLRN-MD-19-1656,,Puppy Screen,,,,,,,,10/13/2019,,,,,
Inspector Gadget,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14071306&key=Mqr6gy1W,Male,2 years,77.00lbs,Labrador Retriever,Black & Brown,Yes,No,Yes,,Dec,2019,HERT-MD-19-0197,,Walks alone not enough (needs running or playtime); good with kids; no cats; can be mouthy,,,,,,,,2/11/2017,12/22/2019,,,,
Jig (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173832&key=Mqr6gy1W,Male,1 month,5.00lbs,Shepherd,Black & White,Yes,,,S/N: 4/15/20,Dec,2019,FLRN-MD-19-1658,,Puppy Screen,,,,,,,,10/20/2019,,,,,
JR,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15128441&key=Mqr6gy1W,Male,2 years,29.00lbs,Basset Hound,Tan & White,Yes,Passed test,,,Dec,2019,FLRN-MD-19-1587,,Walks alone not enough (needs running or playtime); caution on apartments due to breed; passed cat test,,,,,,,,11/11/2018,12/22/2019,,,,
Karina,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15020443&key=Mqr6gy1W,Female,2 years,33.00lbs,Labrador Retriever,Black,REQUIRED,,No,,Dec,2019,PRCO-FD-19-1487,,2nd dog required; walks alone not enough (needs running or playtime); no kids under 12,,,,,,,,4/1/2017,12/20/2019,,,,
Kelly,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15188935&key=Mqr6gy1W,Female,6 months,27.00lbs,"Shepherd, Hound",Fawn & White,Yes,,Lived with,"positive for lyme - doxy 100 mg 2x a day for 30 days, started 11/26",Dec,2019,FRKN-FD-19-1688,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; lived with kids,,,,,,,,6/1/2019,1/5/2020,,,,
Kenny,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15189200&key=Mqr6gy1W,Male,6 months,34.00lbs,"Shepherd, Hound",Fawn & White,Yes,,Lived with,,Dec,2019,FRKN-MD-19-1689,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; lived with kids,,,,,,,,6/1/2019,12/22/2019,,,,
Keri,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15188753&key=Mqr6gy1W,Female,6 months,28.00lbs,"Shepherd, Hound",Tri-color,Yes,,,,Dec,2019,FRKN-FD-19-1690,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed; gets carsick,,,,,,,,6/1/2019,12/22/2019,,,,
Kevin,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15189073&key=Mqr6gy1W,Male,6 months,40.00lbs,"Shepherd, Hound",Fawn & White,Yes,,,,Dec,2019,FRKN-MD-19-1691,,Walks alone not enough (needs running or playtime); older puppy; caution on apartments due to breed,,,,,,,,6/1/2019,12/22/2019,,,,
Kiwi (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15114852&key=Mqr6gy1W,Female,3 months,12.00lbs,Terrier,Fawn,Yes,,,S/N: 2/25/20,Dec,2019,FLRN-FD-19-1588,,Puppy Screen; being treated for demodex,,,,,,,,9/2/2019,12/19/2019,,,,
Rodney,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15143569&key=Mqr6gy1W,Male,6 years,20.00lbs,Basset Hound,Tan & Black,Yes,,,Mass on neck,Dec,2019,FLRN-MD-19-1597,,Medium energy; caution on apartments due to breed,,,,,,,,12/25/2013,12/22/2019,,,,
Ross,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14629670&key=Mqr6gy1W,Male,1 year,40.00lbs,Labrador Retriever,Black,Yes,Lived with,Caution,Gabapentin 300 mg 2-3x a day as needed; fragmented elbow,Dec,2019,FLRN-MD-19-0940,,High energy; walks alone not enough (needs running or playtime); bully warning; commitment to training (puppy-like behaviors); caution on kids; returned 2x for mouthiness; lived with cats,,,,,,,,7/21/2018,12/20/2019,,,,
Sally (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172945&key=Mqr6gy1W,Female,2 months,10.00lbs,Shepherd,Fawn,Yes,,,S/N: 3/25/20,Dec,2019,FLRN-FD-19-1664,,Puppy Screen,,,,,,,,9/25/2019,,,,,
Suzy (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15172995&key=Mqr6gy1W,Female,2 months,10.00lbs,Shepherd,Golden,Yes,,,S/N: 3/25/20,Dec,2019,FLRN-FD-19-1670,,Puppy Screen,,,,,,,,9/25/2019,,,,,
Whisper,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15012265&key=Mqr6gy1W,Female,1 year,45.00lbs,Shepherd,Brindle,Yes,No,No,,Dec,2019,FLRN-FD-19-1524,,Walks alone not enough (needs running or playtime); no kids under 12 (herding/nipping tendencies); no cats (will chase/fixate),,,,,,,,10/15/2018,12/22/2019,,,,
Stevie (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173040&key=Mqr6gy1W,Male,2 months,10.00lbs,Shepherd,Fawn,Yes,,,S/N: 3/25/20,Dec,2019,FLRN-MD-19-1669,,Puppy Screen,,,,,,,,9/25/2019,,,,,
Sage (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15027592&key=Mqr6gy1W,Female,2 years,45.00lbs,Labrador Retriever,Fawn,Yes,No,Yes,,Dec,2019,FLRN-FD-19-1598,,Walks alone not enough (needs running or playtime); HW treated 10/29/19; bully warning; no cats; lived with kids,,,,,,,,10/1/2017,12/26/2019,,,,
Bailey (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15114662&key=Mqr6gy1W,Female,5 years,40.00lbs,Shepherd,Black & Tan,Yes,,,,Dec,2019,FLRN-FD-19-1579,,New this week; HW treated 12/3/19,,,,,,,,11/7/2014,12/29/2019,,,,
Barkley (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15232410&key=Mqr6gy1W,Male,2 months,11.00lbs,Shepherd,,Yes,,,S/N: 5/1/20,Dec,2019,FLRN-MD-19-1709,,New this week; Puppy Screen,,,,,,,,10/15/2019,12/29/2019,,,,
Benji (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173837&key=Mqr6gy1W,Male,2 months,7.00lbs,Terrier,Golden,Yes,,,S/N: 4/1/2020,Dec,2019,FLRN-MD-19-1629,,Puppy Screen,,,,,,,,10/6/2019,12/29/2019,,,,
Blizzard,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15226030&key=Mqr6gy1W,Female,8 months,26.00lbs,"Labrador Retriever, Spaniel",Black,Yes,,,,Dec,2019,FLRN-FD-19-1710,,New this week,,,,,,,,4/12/2019,,,,,
Dayna,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15229539&key=Mqr6gy1W,Female,2 years,33.00lbs,Labrador Retriever,Black,Yes,,,,Dec,2019,FLRN-FD-19-1712,,New this week,,,,,,,,12/15/2017,12/29/2019,,,,
Dorian (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14857998&key=Mqr6gy1W,Male,2 years,50.00lbs,Labrador Retriever,Brown (chocolate),Yes,,Lived with,,Dec,2019,FLRN-MD-19-1367,,Walks alone not enough (needs running or playtime); HW treated 10/1/19; lived with kids,,,,,,,,9/2/2017,12/28/2019,,,,
Frosty,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15232388&key=Mqr6gy1W,Male,2 years,56.00lbs,"Labrador Retriever, Shepherd",Black,Yes,,,,Dec,2019,FLRN-MD-19-1715,,New this week,,,,,,,,12/25/2017,12/29/2019,,,,
Hannah (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15238438&key=Mqr6gy1W,Female,1.5 months,6.50lbs,Labrador Retriever,Brown,Yes,,,S/N: 5/1/20,Dec,2019,FLRN-FD-19-1707,,New this week; Puppy Screen,,,,,,,,11/7/2019,12/29/2019,,,,
Happy (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15238449&key=Mqr6gy1W,Female,1.5 months,6.50lbs,Labrador Retriever,Black & White,Yes,,,S/N: 5/1/20,Dec,2019,FLRN-FD-19-1708,,New this week; Puppy Screen,,,,,,,,11/7/2019,12/29/2019,,,,
Henley (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15238890&key=Mqr6gy1W,Male,1.5 months,6.50lbs,Labrador Retriever,Black & Tan,Yes,,,S/N: 5/1/20,Dec,2019,FLRN-MD-19-1698,,New this week; Puppy Screen,,,,,,,,11/7/2019,12/29/2019,,,,
Hinnie (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15238445&key=Mqr6gy1W,Female,1.5 months,6.50lbs,Labrador Retriever,Tan & White,Yes,,,S/N: 5/1/20,Dec,2019,FLRN-FD-19-1734,,New this week; Puppy Screen,,,,,,,,11/7/2019,12/29/2019,,,,
Moti,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15231813&key=Mqr6gy1W,Male,10 months,26.00lbs,Spaniel,Tan & White,Yes,,,,Dec,2019,FLRN-MD-19-1721,,New this week,,,,,,,,2/2/2019,12/29/2019,,,,
Newby,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15223481&key=Mqr6gy1W,Male,8 months,30.00lbs,Labrador Retriever,Yellow,Yes,,,,Dec,2019,FLRN-MD-19-1722,,New this week,,,,,,,,4/12/2019,12/29/2019,,,,
Sammie (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15173021&key=Mqr6gy1W,Male,2 months,10.00lbs,Shepherd,Fawn,Yes,,,S/N: 3/25/20,Dec,2019,FLRN-MD-19-1665,,Puppy Screen,,,,,,,,9/25/2019,12/29/2019,,,,
Tot,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15230991&key=Mqr6gy1W,Female,10 months,26.00lbs,"Sheltie, Labrador Retriever",Black,Yes,,,,Dec,2019,FLRN-FD-19-1728,,New this week,,,,,,,,2/15/2019,12/29/2019,,,,
Trixie,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15227972&key=Mqr6gy1W,Female,2 years,39.00lbs,Labrador Retriever,White,Yes,,,,Dec,2019,FLRN-FD-19-1729,,New this week,,,,,,,,12/23/2017,12/29/2019,,,,
Riley,,Female,3 years,10.00lbs,Terrier,Fawn,Yes,,,,Dec,2019,FLRN-FD-19-1723,,New this week; treated for attack prior to transport,,,,,,,,11/11/2016,1/18/2020,,,,
Dakota,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14990232&key=Mqr6gy1W,Male,1 year,40.00lbs,Labrador Retriever,Black & White,Yes,,,,Nov,2019,KINS-MD-19-1328,,Walks alone not enough (needs running or playtime),,,,,,,,10/1/2018,11/3/2019,,,,
Hooch (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14788955&key=Mqr6gy1W,Male,3 years,80.00lbs,Mastiff,Fawn,Yes,No,,,Nov,2019,FLRN-MD-19-1348,,Walks alone not enough (needs running or playtime); HW treated 9/9/19; no cats,,,,,,,,8/11/2016,11/1/2019,,,,
Marsha,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14967275&key=Mqr6gy1W,Female,5 months,12.00lbs,Chihuahua,White & Tan,Yes,,No,,Nov,2019,FLRN-FD-19-1357,,Walks alone not enough (needs running or playtime); no kids under 12 due to breed,,,,,,,,5/4/2019,,,,,
Stark (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15010360&key=Mqr6gy1W,Female,3 months,14.00lbs,Shepherd,Black & Tan,Yes,,,S/N: 1/15/20,Nov,2019,FLRN-FD-19-1430,,New this week; Puppy Screen,,,,,,,,7/15/2019,11/3/2019,,,,
Stix (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15010362&key=Mqr6gy1W,Male,3 months,16.00lbs,Shepherd,Tri-color,Yes,,,S/N: 1/15/20,Nov,2019,FLRN-MD-19-1431,,New this week; Puppy Screen,,,,,,,,7/15/2019,11/2/2019,,,,
Ava,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14959157&key=Mqr6gy1W,Female,4 years,35.00lbs,Shepherd,Golden,Yes,,,,Nov,2019,FLRN-FD-19-1409,,New this week,,,,,,,,10/15/2015,11/3/2019,,,,
Bee Bop,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14965609&key=Mqr6gy1W,Female,10 months,33.00lbs,"Shepherd, Terrier",White & Black,Yes,,,,Nov,2019,FLRN-FD-19-1332,,Walks alone not enough (needs running or playtime),,,,,,,,12/15/2018,11/3/2019,,,,
Bullett,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15011668&key=Mqr6gy1W,Male,5.5 years,14.00lbs,Jack Russell Terrier,Tri-color,Yes,,,,Nov,2019,FLRN-MD-19-1412,,New this week,,,,,,,,10/15/2011,11/3/2019,,,,
Doodle,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14916715&key=Mqr6gy1W,Male,6 months,35.00lbs,Retriever,Black & Tan,RECOMMENDED,,,,Nov,2019,FLRN-MD-19-1340,,Walks alone not enough (needs running or playtime); 2nd dog recommended (shy); older puppy,,,,,,,,4/2/2019,11/3/2019,,,,
Dunkin (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15012177&key=Mqr6gy1W,Male,4 months,20.00lbs,American Bulldog,White & Black,Yes,,,S/N: 1/1/20,Nov,2019,FLRN-MD-19-1434,,New this week; Puppy Screen; Bully Screen,,,,,,,,7/1/2019,11/3/2019,,,,
Grace (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14853004&key=Mqr6gy1W,Female,4 years,15.00lbs,Feist,Black & Tan,Yes,,,,Nov,2019,FLRN-FD-19-1344,,Walks alone not enough (needs running or playtime); HW treated 10/1/19; hair loss due to flea allergies,,,,,,,,9/2/2015,11/3/2019,,,,
Jetty,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15010386&key=Mqr6gy1W,Female,1 year,30.00lbs,Sheltie,Fawn & White,Yes,,,,Nov,2019,FLRN-FD-19-1436,,New this week,,,,,,,,10/15/2018,11/3/2019,,,,
Judkins,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14967244&key=Mqr6gy1W,Male,2 years,40.00lbs,"Labrador Retriever, Pointer",Brown (chocolate),Yes,,,,Nov,2019,FLRN-MD-19-1351,,Walks alone not enough (needs running or playtime); recovering from hair loss,,,,,,,,10/1/2017,11/3/2019,,,,
Makz,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15016158&key=Mqr6gy1W,Male,10 months,45.00lbs,Retriever,Golden,Yes,,,,Nov,2019,FLRN-MD-19-1425,,New this week,,,,,,,,12/25/2018,11/3/2019,,,,
Maxwell (2 shots),,Male,,7.00lbs,,,,,,,Nov,2019,FLRN-MD-19-1454,,,,,,,,,,9/1/2019,11/3/2019,,,,
Milly (2 shots),,Female,,5.00lbs,,,,,,,Nov,2019,FLRN-FD-19-1455,,,,,,,,,,9/1/2019,11/3/2019,,,,
Navajo,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14855541&key=Mqr6gy1W,Female,3 years,45.00lbs,"Labrador Retriever, Shepherd",Fawn,Yes,,,,Nov,2019,FLRN-FD-19-1187,,Walks alone not enough (needs running or playtime); resource guards against other dogs; caution on kids; bully warning,,,,,,,,9/2/2016,11/3/2019,,,,
Sammy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=9446624&key=Mqr6gy1W,Female,3 years,23.00lbs,Chihuahua,Black & White,Yes,Passed cat test,No,Fluoxetine - 10 mg 1x a day,Nov,2019,FLRN-MD-15-1181,,Walks alone not enough (needs running or playtime); no kids under 15 (nips); guarding tendencies per adopter; potential cherry eye; passed cat test,,,,,No,,,8/22/2015,11/3/2019,Mix,weeks,,No
Speckles,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14849781&key=Mqr6gy1W,Female,1 year,31.00lbs,Pointer,Tan & White,Yes,Passed / Interested,Yes,,Nov,2019,FLRN-FD-19-1199,,Walks alone not enough (needs running or playtime); passed shelter cat (interested); good with kids,,,,,,,,9/2/2018,11/3/2019,,,,
Templeton (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15023326&key=Mqr6gy1W,Male,,,,,,,,,Nov,2019,FLRN-MD-19-1451,,,,,,,,,,8/9/2019,11/3/2019,,,,
Wheeler,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15005153&key=Mqr6gy1W,Male,2 years,48.00lbs,Heeler,Merle,Yes,,,,Nov,2019,FLRN-MD-19-1432,,New this week,,,,,,,,,11/3/2019,,,,
Zoria (3 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14906762&key=Mqr6gy1W,Female,2 months,10.00lbs,"Shepherd, Terrier",Black & White,Yes,,,S/N: 1/7/20,Nov,2019,FLRN-FD-19-1271,,Puppy Screen,,,,,,,,7/21/2019,11/3/2019,,,,
Harper (HW),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14861035&key=Mqr6gy1W,Female,3 years,39.00lbs,"Shepherd, Hound",Tri-color,Yes,Passed shelter test,,,Nov,2019,FLRN-FD-19-1346,,Walks alone not enough (needs running or playtime); HW treated 9/17/19; passed cat test; can jump fence; caution on children (jumps); strong/puller,,,,,,,,9/2/2016,11/7/2019,,,,
Frito,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15010383&key=Mqr6gy1W,Male,1 year,40.00lbs,Labrador Retriever,Brown & White,Yes,,,,Nov,2019,FLRN-MD-19-1417,,Walks alone not enough (needs running or playtime),,,,,,,,10/15/2018,11/7/2019,,,,
Chewy,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15016110&key=Mqr6gy1W,Male,3 years,18.00lbs,Terrier,Tri-color,Yes,,,,Nov,2019,FLRN-MD-19-1413,,Walks alone not enough (needs running or playtime),,,,,,,,10/15/2016,,,,,
Layla (2 shots),https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14967567&key=Mqr6gy1W,Female,2 months,8.00lbs,"Labrador Retriever, Bull Terrier",Brindle,Yes,,,S/N: 2/15/20,Nov,2019,FLRN-FD-19-1372,,Puppy Screen; bully warning,,,,,,,,8/22/2019,,,,,
Mowgli (2 shots),,Male,2 months,4.50lbs,Labrador Retriever,Black,Yes,,,S/N: 3/1/20,Nov,2019,FLRN-MD-19-1456,,Puppy Screen,,,,,,,,9/1/2019,11/9/2019,,,,
Maverick (2 shots),,Male,2 months,5.50lbs,Labrador Retriever,Black,Yes,,,S/N: 3/1/20,Nov,2019,FLRN-MD-19-1453,,Puppy Screen,,,,,,,,9/1/2019,11/9/2019,,,,
Pumba (3 shots),,Female,4 months,17.00lbs,"Shepherd, Labrador Retriever",Black,Yes,,,S/N: 1/1/20,Nov,2019,OTHR-FD-19-1473,,"Puppy Screen; previously broken fibula, now healed",,,,,,,,,11/10/2019,,,,
Rhino,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=14888378&key=Mqr6gy1W,Male,2 years,42.00lbs,Labrador Retriever,Black,Yes,,,,Nov,2019,PRCO-MD-19-1209,,Walks along not enough (needs running or playtime); bully warning,,,,,,,,9/24/2019,11/10/2019,,,,
Paddington,https://toolkit.rescuegroups.org/javascript/v2.0/template1?animalID=15020182&key=Mqr6gy1W,Male,7 months,30.00lbs,Shepherd,Brown,Yes,Lived with,Lived with,,Nov,2019,FLRN-MD-19-1441,,Walks alone not enough (needs running or playtime); lived with cats and kids,,,,,,,,3/29/2019,11/10/2019,,,,
